date,station,daily_rainfall_total,mean_temperature,maximum_temperature,minimum_temperature,mean_wind_speed,max_wind_speed
11/11/2017,Admiralty,20.4,25.7,29.7,24.4,4.7,38.2
12/11/2017,Admiralty,0.8,27.2,30.3,25.1,7.6,34.9
13/11/2017,Admiralty,12,27.4,33.8,25,6.1,42.8
14/11/2017,Admiralty,55.2,25.9,27.1,23.3,6.5,29.2
15/11/2017,Admiralty,0,26.9,31.6,24.8,6.8,29.5
16/11/2017,Admiralty,16.2,27.8,33,25,6.5,31.3
17/11/2017,Admiralty,0.2,27.5,31.7,24.2,6.5,44.3
18/11/2017,Admiralty,58,27.6,34.5,23.2,5,40.3
19/11/2017,Admiralty,0,28.2,31.7,26.1,7.2,28.4
20/11/2017,Admiralty,na,na,na,na,na,na
21/11/2017,Admiralty,na,na,na,na,na,na
22/11/2017,Admiralty,na,na,na,na,na,na
23/11/2017,Admiralty,na,na,na,na,na,na
24/11/2017,Admiralty,na,na,na,na,na,na
25/11/2017,Admiralty,na,na,na,na,na,na
26/11/2017,Admiralty,na,na,na,na,na,na
27/11/2017,Admiralty,na,na,na,na,na,na
28/11/2017,Admiralty,na,na,na,na,na,na
29/11/2017,Admiralty,na,na,na,na,na,na
30/11/2017,Admiralty,na,na,na,na,na,na
